date,temperature,humidity,luminosity
2022-11-26 17:16:04.127,26.0,48.1,243
2022-11-26 17:16:02.849,26.0,48.0,245
2022-11-26 17:16:01.849,26.0,48.0,244
2022-11-26 17:16:00.572,26.0,48.0,244
2022-11-26 17:15:59.572,26.0,48.0,245
2022-11-26 17:15:58.294,26.0,48.1,245
2022-11-26 17:15:57.290,26.0,48.1,244
2022-11-26 17:15:56.016,26.0,48.1,244
2022-11-26 17:15:55.013,26.0,48.1,245
2022-11-26 17:15:53.734,26.0,48.1,245
2022-11-26 17:15:52.735,26.0,48.1,244
2022-11-26 17:15:51.457,26.0,48.1,244
2022-11-26 17:15:50.457,26.0,48.1,245
2022-11-26 17:15:49.179,26.0,48.1,245
2022-11-26 17:15:48.176,26.0,48.1,244
2022-11-26 17:15:46.903,26.0,48.1,244
2022-11-26 17:15:45.898,26.0,48.1,245
2022-11-26 17:15:44.625,26.0,48.2,245
2022-11-26 17:15:43.621,26.0,48.2,244
2022-11-26 17:15:42.342,26.0,48.2,244
2022-11-26 17:15:41.344,26.0,48.2,245
2022-11-26 17:15:40.064,26.0,48.1,244
2022-11-26 17:15:39.061,26.0,48.1,243
2022-11-26 17:15:37.787,26.0,48.1,243
2022-11-26 17:15:36.784,26.0,48.1,243
2022-11-26 17:15:35.506,26.0,48.2,241
2022-11-26 17:15:34.507,26.0,48.2,241
2022-11-26 17:15:33.228,26.0,48.1,243
2022-11-26 17:15:32.228,26.0,48.1,241
2022-11-26 17:15:30.950,26.0,48.1,241
2022-11-26 17:15:29.946,26.0,48.1,241
2022-11-26 17:15:28.674,26.0,48.1,243
2022-11-26 17:15:27.670,26.0,48.1,243
2022-11-26 17:15:26.395,26.0,48.1,243
2022-11-26 17:15:25.392,26.0,48.1,243
2022-11-26 17:15:24.114,26.0,48.1,244
2022-11-26 17:15:23.115,26.0,48.1,244
2022-11-26 17:15:21.836,26.0,48.1,243
2022-11-26 17:15:20.833,26.0,48.1,243
2022-11-26 17:15:19.559,26.0,48.1,245
2022-11-26 17:15:18.554,26.0,48.1,243
2022-11-26 17:15:17.280,26.0,48.1,241
2022-11-26 17:15:16.277,26.0,48.1,241
2022-11-26 17:15:14.999,26.0,48.1,242
2022-11-26 17:15:14.000,26.0,48.1,241
2022-11-26 17:15:12.722,26.0,48.1,241
2022-11-26 17:15:11.718,26.0,48.1,242
2022-11-26 17:15:10.444,26.0,48.0,243
2022-11-26 17:15:09.441,26.0,48.0,243
2022-11-26 17:15:08.167,26.0,48.0,243
2022-11-26 17:15:07.163,26.0,48.0,244
2022-11-26 17:15:05.885,26.0,48.0,244
2022-11-26 17:15:04.886,26.0,48.0,243
2022-11-26 17:15:03.607,26.0,48.0,243
2022-11-26 17:15:02.603,26.0,48.0,244
2022-11-26 17:15:01.330,26.0,48.0,243
2022-11-26 17:15:00.325,26.0,48.0,244
2022-11-26 17:17:09.052,26.0,48.0,247
2022-11-26 17:17:08.049,26.0,48.0,248
2022-11-26 17:17:06.770,26.0,48.0,241
2022-11-26 17:17:05.771,26.0,48.0,240
2022-11-26 17:17:04.492,26.0,48.1,241
2022-11-26 17:17:03.489,26.0,48.1,247
2022-11-26 17:17:02.214,26.0,48.1,246
2022-11-26 17:17:01.211,26.0,48.1,246
2022-11-26 17:14:49.938,26.0,48.0,248
2022-11-26 17:14:48.933,26.0,48.0,247
2022-11-26 17:14:47.655,26.0,48.0,246
2022-11-26 17:14:46.655,26.0,48.0,246
2022-11-26 17:14:45.377,26.0,47.9,247
2022-11-26 17:14:44.378,26.0,47.9,243
2022-11-26 17:14:43.100,26.0,47.8,242
2022-11-26 17:14:42.096,26.0,47.8,242
2022-11-26 17:14:40.822,26.0,47.8,243
2022-11-26 17:14:39.818,26.0,47.8,248
2022-11-26 17:14:38.540,26.0,47.7,247
2022-11-26 17:14:37.541,26.0,47.7,247
2022-11-26 17:14:36.263,26.0,47.7,243
2022-11-26 17:14:35.264,26.0,47.7,242
2022-11-26 17:14:33.986,26.0,47.7,248
2022-11-26 17:14:32.983,26.0,47.7,248
2022-11-26 17:14:31.708,26.0,47.7,249
2022-11-26 17:14:30.704,26.0,47.7,249
2022-11-26 17:14:29.430,26.0,47.6,247
2022-11-26 17:14:28.427,26.0,47.6,242
2022-11-26 17:14:27.149,26.0,47.6,243
2022-11-26 17:14:26.149,26.0,47.6,243
2022-11-26 17:14:24.870,26.0,47.6,242
2022-11-26 17:14:23.867,26.0,47.6,243
2022-11-26 17:14:22.594,26.0,47.5,244
2022-11-26 17:14:21.589,26.0,47.5,243
2022-11-26 17:14:20.316,26.0,47.5,242
2022-11-26 17:14:19.313,26.0,47.5,244
2022-11-26 17:14:18.034,26.0,47.4,243
2022-11-26 17:14:17.035,26.0,47.4,242
2022-11-26 17:14:15.756,26.0,47.4,243
2022-11-26 17:14:14.752,26.0,47.4,244
2022-11-26 17:14:13.478,26.0,47.4,243
2022-11-26 17:14:12.474,26.0,47.4,242
2022-11-26 17:14:11.197,26.0,47.3,243
2022-11-26 17:14:10.197,26.0,47.3,244
2022-11-26 17:14:08.920,26.0,47.3,243
2022-11-26 17:14:07.920,26.0,47.3,242
2022-11-26 17:14:06.642,26.0,47.3,242
2022-11-26 17:14:05.639,26.0,47.3,242
2022-11-26 17:14:04.364,26.0,47.3,242
2022-11-26 17:14:03.360,26.0,47.3,242
2022-11-26 17:14:02.083,26.0,47.2,243
2022-11-26 17:14:01.082,26.0,47.2,243
2022-11-26 17:13:59.804,26.0,47.3,242
2022-11-26 17:13:58.806,26.0,47.3,242
2022-11-26 17:13:57.527,26.0,47.2,243
2022-11-26 17:13:56.523,26.0,47.2,243
2022-11-26 17:13:55.250,26.0,47.2,241
2022-11-26 17:13:54.246,26.0,47.2,241
2022-11-26 17:13:52.972,26.0,47.2,243
2022-11-26 17:13:51.969,26.0,47.2,243
2022-11-26 17:13:50.689,26.0,47.2,242
2022-11-26 17:13:49.690,26.0,47.2,246
2022-11-26 17:13:48.412,26.0,47.2,247
2022-11-26 17:13:47.409,26.0,47.2,246
2022-11-26 17:13:46.135,26.0,47.2,245
2022-11-26 17:13:45.131,26.0,47.2,246
2022-11-26 17:13:43.857,26.0,47.2,247
2022-11-26 17:13:42.854,26.0,47.2,246
2022-11-26 17:13:41.576,26.0,47.3,245
2022-11-26 17:13:40.577,26.0,47.3,247
2022-11-26 17:13:39.298,26.0,47.3,247
2022-11-26 17:13:38.294,26.0,47.3,246
2022-11-26 17:13:37.021,26.0,47.4,246
2022-11-26 17:13:36.017,26.0,47.4,247
2022-11-26 17:13:34.743,26.0,47.4,247
2022-11-26 17:13:33.738,26.0,47.4,246
2022-11-26 17:13:32.461,26.0,47.5,246
2022-11-26 17:13:31.462,26.0,47.5,247
2022-11-26 17:13:30.184,26.0,47.6,246
2022-11-26 17:13:29.179,26.0,47.6,245
2022-11-26 17:13:27.906,26.0,47.6,246
2022-11-26 17:13:26.902,26.0,47.6,247
2022-11-26 17:13:25.627,26.0,47.7,246
2022-11-26 17:13:24.625,26.0,47.7,245
2022-11-26 17:13:23.347,26.0,47.7,242
2022-11-26 17:13:22.347,26.0,47.7,249
2022-11-26 17:13:21.068,26.0,47.8,248
2022-11-26 17:13:20.065,26.0,47.8,247
2022-11-26 17:13:18.792,26.0,47.8,248
2022-11-26 17:13:17.787,26.0,47.8,249
2022-11-26 17:13:16.514,26.0,47.8,248
2022-11-26 17:13:15.511,26.0,47.8,247
2022-11-26 17:13:14.233,26.0,47.9,248
2022-11-26 17:13:13.233,26.0,47.9,249
2022-11-26 17:13:11.955,26.0,47.9,247
2022-11-26 17:13:10.955,26.0,47.9,248
2022-11-26 17:13:09.677,26.0,47.9,248
2022-11-26 17:13:08.674,26.0,47.9,249
2022-11-26 17:13:07.400,25.9,47.9,247
2022-11-26 17:13:06.395,25.9,47.9,247
2022-11-26 17:13:05.118,26.0,48.0,249
2022-11-26 17:13:04.118,26.0,48.0,249
2022-11-26 17:13:02.840,26.0,48.0,247
2022-11-26 17:13:01.841,26.0,48.0,247
2022-11-26 17:13:00.562,25.9,47.9,249
2022-11-26 17:12:59.559,25.9,47.9,249
2022-11-26 17:12:58.284,26.0,48.1,247
